Timestamp,total_connections,sum_syn_ack_rst_flags,unique_dest_ports,avg_bytes_per_sec,avg_packets_per_sec,avg_iat_mean,avg_iat_variance,attack_fraction,dominant_attack_type,pkt_ttl_variance,pkt_tcp_window_avg,pkt_ip_frag_fraction,pkt_payload_mean,pkt_payload_std,pkt_retrans_count,pkt_portscan_delta_std,source_file,norm_total_connections,norm_sum_syn_ack_rst_flags,norm_unique_dest_ports,norm_avg_bytes_per_sec,norm_avg_packets_per_sec,norm_avg_iat_mean,norm_avg_iat_variance,norm_pkt_ttl_variance,norm_pkt_tcp_window_avg,norm_pkt_ip_frag_fraction,norm_pkt_payload_mean,norm_pkt_payload_std,norm_pkt_retrans_count,norm_pkt_portscan_delta_std
2017-07-03 01:01:50,1,0,1,601307.1895424837,26143.7908496732,1.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,41.0,29.698484809834994,1,0.0,File_10,-0.13770067449015552,-0.1184965899258719,-0.1208491394470834,-0.06684065200829829,0.19043587547519727,-0.21078238508155395,-0.1308026388129262,0.34829872515241855,-0.15852685543899067,-0.03864050141028219,-0.3316003969717552,-0.29903526287772175,-0.05784883022611186,-1.090943472025718
2017-07-03 01:02:50,1,0,1,1131034.4827586208,27586.206896551725,4.0,0.0,0.0,BENIGN,0.0,0.0,0.0,112.0,90.50966799187808,1,0.0,File_17,-0.13770067449015552,-0.1184965899258719,-0.1208491394470834,0.17577869734496163,0.21473792837424852,-0.21078200991088736,-0.1308026388129262,-0.7193411264024303,-0.15852685543899067,-0.03864050141028219,0.35340114370783626,0.15506102045500886,-0.05784883022611186,-1.090943472025718
2017-07-03 01:03:30,1,0,1,9220.20598332516,130.78306359326467,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,29.0,11.31370849898476,1,0.0,File_17,-0.13770067449015552,-0.1184965899258719,-0.1208491394470834,-0.3380212397395881,-0.2478353796517823,-0.21078213496777623,-0.1308026388129262,-0.7193411264024303,-0.15852685543899067,-0.03864050141028219,-0.4473753052556298,-0.4363201857457566,-0.05784883022611186,-1.090943472025718
2017-07-03 01:03:40,1,0,1,1675324.6753246754,25974.02597402597,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,35.0,11.31370849898476,1,0.0,File_10,-0.13770067449015552,-0.1184965899258719,-0.1208491394470834,0.42506797141273384,0.18757565009340957,-0.21078213496777623,-0.1308026388129262,-0.7193411264024303,-0.15852685543899067,-0.03864050141028219,-0.3894878511136925,-0.4363201857457566,-0.05784883022611186,-1.090943472025718
2017-07-03 01:03:40,2,0,1,1089486.8585732165,17991.239048811014,48.0,0.0,0.0,BENIGN,0.0,0.0,0.0,45.333333333333336,27.19313638892481,4,28277.374238779663,File_17,-0.12322189702321336,-0.1184965899258719,-0.1208491394470834,0.15674955220532533,0.05308039779900232,-0.21077650740777756,-0.1308026388129262,-0.7193411264024303,-0.15852685543899067,-0.03864050141028219,-0.2897927912025782,-0.3177434896685595,-0.055739999686222126,1.131754391376845
2017-07-03 01:04:50,2,0,1,776844.070961718,24976.657329598507,2.0,0.0,0.0,BENIGN,1365.3333333333333,0.0,0.0,42.0,35.59026084010437,2,12021.2866846921,File_10,-0.12322189702321336,-0.1184965899258719,-0.1208491394470834,0.013556647702022907,0.170771825975407,-0.21078226002466507,-0.1308026388129262,-0.007581225365864433,-0.15852685543899067,-0.03864050141028219,-0.32195248794809894,-0.2550395131228605,-0.057145886712815286,-0.1460294215276571
2017-07-03 01:05:30,1,0,1,16567.347111280164,169.05456236000168,3.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,57.0,38.18376618407357,1,0.0,File_17,-0.13770067449015552,-0.1184965899258719,-0.1208491394470834,-0.3346561901699339,-0.247190575408535,-0.21078213496777623,-0.1308026388129262,0.34829872515241855,-0.15852685543899067,-0.03864050141028219,-0.1772338525932557,-0.23567299078478257,-0.05784883022611186,-1.090943472025718
2017-07-03 01:06:40,3,0,1,4651.22481172915,79.40324048605417,18.666666666666668,0.0,0.0,BENIGN,0.0,0.0,0.0,68.5,63.34903314179309,3,27535.63798716129,File_17,-0.10874311955627118,-0.1184965899258719,-0.1208491394470834,-0.3401138697649918,-0.24870103500953947,-0.21078017574318408,-0.1308026388129262,-0.7193411264024303,-0.15852685543899067,-0.03864050141028219,-0.06628289882120919,-0.047756005838651486,-0.0564429431995187,1.0734513973379074
2017-07-03 01:06:40,3,0,1,1254826.431333645,17818.747381295252,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,78.33333333333333,90.43376950380132,3,24201.87923777821,File_10,-0.10874311955627118,-0.1184965899258719,-0.1208491394470834,0.23247640275503595,0.05017423099804005,-0.21078213496777623,-0.1308026388129262,-0.7193411264024303,-0.15852685543899067,-0.03864050141028219,0.028588206578076904,0.15449426250782247,-0.0564429431995187,0.8114066124585755
2017-07-03 01:07:30,1,0,1,1414.1293769488968,23.833641184531967,30713.0,2829220171.0000005,0.0,BENIGN,0.0,0.0,0.0,77.66666666666667,73.90083445627211,2,32062.0,File_10,-0.13770067449015552,-0.1184965899258719,-0.1208491394470834,-0.3415964854395826,-0.24963728037697497,-0.2069416379109111,-0.13078806252651823,-0.7193411264024303,-0.15852685543899067,-0.03864050141028219,0.022156267228972848,0.031037622383093634,-0.057145886712815286,1.4292388580111761
