Timestamp,total_connections,sum_syn_ack_rst_flags,unique_dest_ports,avg_bytes_per_sec,avg_packets_per_sec,avg_iat_mean,avg_iat_variance,attack_fraction,dominant_attack_type,pkt_ttl_variance,pkt_tcp_window_avg,pkt_ip_frag_fraction,pkt_payload_mean,pkt_payload_std,pkt_retrans_count,pkt_portscan_delta_std,source_file
2017-07-03 01:02:50,1,0,1,1131034.4827586208,27586.206896551725,4.0,0.0,0.0,BENIGN,0.0,0.0,0.0,112.0,90.50966799187809,1,0.0,File_17
2017-07-03 01:03:30,1,0,1,9220.20598332516,130.78306359326467,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,29.0,11.313708498984761,1,0.0,File_17
2017-07-03 01:03:40,2,0,1,1089486.8585732165,17991.239048811014,48.0,0.0,0.0,BENIGN,0.0,0.0,0.0,45.333333333333336,27.19313638892481,4,28277.374238779666,File_17
2017-07-03 01:05:30,1,0,1,16567.347111280164,169.05456236000168,3.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,57.0,38.18376618407357,1,0.0,File_17
2017-07-03 01:06:40,3,0,1,4651.22481172915,79.40324048605417,18.666666666666668,0.0,0.0,BENIGN,0.0,0.0,0.0,68.5,63.34903314179309,3,27535.63798716129,File_17
2017-07-03 01:07:30,1,0,1,1616438.3561643837,27397.260273972603,11.0,0.0,0.0,BENIGN,0.0,0.0,0.0,50.0,48.49742261192856,2,26355.5,File_17
2017-07-03 01:07:40,1,0,1,10546.459706570276,170.10418881564956,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,59.5,43.1335136523794,1,0.0,File_17
2017-07-03 01:09:40,1,0,1,4188.94689240436,63.46889230915698,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,50.5,40.30508652763321,1,0.0,File_17
2017-07-03 01:09:50,1,0,1,1886792.452830189,25157.23270440252,3.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,49.0,18.384776310850235,1,0.0,File_17
2017-07-03 01:12:30,1,0,1,1373493.9759036144,24096.385542168675,4.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,38.0,22.627416997969522,1,0.0,File_17
