Timestamp,total_connections,sum_syn_ack_rst_flags,unique_dest_ports,avg_bytes_per_sec,avg_packets_per_sec,avg_iat_mean,avg_iat_variance,attack_fraction,dominant_attack_type,pkt_ttl_variance,pkt_tcp_window_avg,pkt_ip_frag_fraction,pkt_payload_mean,pkt_payload_std,pkt_retrans_count,pkt_portscan_delta_std,source_file
2017-07-03 01:26:30,1,0,1,10211.896859841714,204.23793719683428,12991.0,506142363.9999998,0.0,BENIGN,0.0,0.0,0.0,32.0,11.313708498984761,1,0.0,File_4
2017-07-03 01:28:30,1,0,1,1100671.1409395975,26845.63758389261,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,123.0,118.79393923933998,1,0.0,File_4
2017-07-03 01:31:30,1,0,1,1118012.4223602484,24844.72049689441,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,93.0,33.94112549695428,1,0.0,File_4
2017-07-03 01:42:20,1,0,1,11016.590072031551,195.5607705094358,5795.666666666666,100664961.33333333,0.0,BENIGN,0.0,0.0,0.0,40.0,11.313708498984761,1,0.0,File_4
2017-07-03 01:53:10,5,0,1,486533.60623841704,5456.5289595690565,10024.0,409938356.0666667,0.0,BENIGN,0.0,0.0,0.0,58.09090909090909,30.161082690959706,6,27063.962419608848,File_4
2017-07-03 01:58:30,1,0,1,1946.5821638750567,33.95201448619285,10118.333333333332,306959905.33333343,0.0,BENIGN,0.0,0.0,0.0,40.0,22.627416997969522,1,0.0,File_4
2017-07-03 01:59:40,1,0,1,1565217.391304348,19323.671497584543,46.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,66.5,44.54772721475249,1,0.0,File_4
2017-07-03 02:10:40,1,0,1,1381818.181818182,24242.424242424244,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,64.0,55.42562584220407,3,0.0,File_4
2017-07-03 02:14:10,1,0,1,995305.1643192488,18779.34272300469,48.0,0.0,0.0,BENIGN,0.0,0.0,0.0,33.0,0.0,1,0.0,File_4
2017-07-03 02:17:30,1,0,1,1419354.838709677,25806.451612903227,4.0,0.0,0.0,BENIGN,0.0,0.0,0.0,59.5,38.890872965260115,1,0.0,File_4
2017-07-03 02:24:10,2,0,1,567663.4362751979,13201.475262213906,5146.0,158733553.99999997,0.0,BENIGN,0.0,0.0,0.0,66.83333333333333,49.865485725766945,4,27810.577232412852,File_4
2017-07-03 02:31:00,1,0,1,759259.2592592593,18518.51851851852,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,56.5,44.45597072760118,3,29494.83805685327,File_4
2017-07-03 02:51:10,2,0,1,648041.0032136459,12662.354419526666,25.5,0.0,0.0,BENIGN,0.0,0.0,0.0,54.75,54.823200684868205,2,28473.61540092863,File_4
2017-07-03 03:15:20,1,0,1,2517.461468473584,27.3637116138433,3.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,60.5,36.062445840513924,1,0.0,File_4
2017-07-03 03:42:30,1,0,1,7955.417356539999,121.14848766304569,10049.333333333332,302756302.3333334,0.0,BENIGN,0.0,0.0,0.0,37.0,11.313708498984761,1,0.0,File_4
2017-07-03 03:58:40,2,0,1,1160416.6666666665,22916.666666666664,26.5,0.0,0.0,BENIGN,0.0,0.0,0.0,66.75,40.86869217383889,2,27060.000049273218,File_4
2017-07-03 03:58:50,1,0,1,14684.383223417044,259.9005880250804,10201.0,311967019.00000006,0.0,BENIGN,0.0,0.0,0.0,71.0,39.59797974644666,1,0.0,File_4
2017-07-03 04:06:00,1,0,1,1927272.7272727275,24242.424242424244,3.0,0.0,0.0,BENIGN,2048.0,0.0,0.0,52.5,33.23401871576773,1,0.0,File_4
2017-07-03 04:31:20,3,0,1,433000.0771613076,8448.722950176558,3434.444444444444,103680104.11111112,0.0,BENIGN,0.0,0.0,0.0,51.333333333333336,31.90402273486318,3,28234.517633563355,File_4
2017-07-03 04:31:30,1,0,1,6510.019326619877,162.75048316549692,16342.666666666668,796597370.3333334,0.0,BENIGN,0.0,0.0,0.0,33.0,11.313708498984761,1,0.0,File_4
2017-07-03 04:44:40,2,0,1,1011640.748276217,10998.411046038002,9497.5,540930150.5000001,0.0,BENIGN,0.0,0.0,0.0,49.75,28.312247055529404,2,881.9978584000204,File_4
2017-07-03 04:44:50,3,0,1,855575.9173024106,6687.525257260932,3903.0,135862336.00000003,0.0,BENIGN,0.0,0.0,0.0,68.83333333333333,66.94599813780258,3,29486.101148846385,File_4
2017-07-03 04:46:20,2,0,1,7361.437148193929,65.19266981627766,250489.6666666667,376393041312.1667,0.0,BENIGN,0.0,0.0,0.0,89.16666666666667,45.44190430282017,4,29658.85097976656,File_4
2017-07-03 04:46:30,1,0,1,1308641.975308642,24691.358024691355,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,123.5,118.08683245815344,1,0.0,File_4
2017-07-03 04:46:50,1,0,1,2256410.2564102565,20512.82051282051,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,77.5,75.66042558696059,1,0.0,File_4
2017-07-03 04:49:10,1,0,1,16222.77575525324,127.73839177364756,47.0,0.0,0.0,BENIGN,0.0,0.0,0.0,61.5,50.22947341949744,3,27788.825096110526,File_4
2017-07-03 04:49:20,1,0,1,10747.43527112848,195.40791402051784,10166.666666666668,308499890.3333333,0.0,BENIGN,0.0,0.0,0.0,123.0,90.50966799187809,1,0.0,File_4
2017-07-03 04:51:00,1,0,1,330729.1666666667,5208.333333333333,4.0,0.0,0.0,BENIGN,0.0,0.0,0.0,93.66666666666667,91.22134253196086,2,26426.5,File_4
2017-07-03 04:55:10,1,0,1,17317.18259309107,179.4526693584567,14780.666666666668,653189672.3333336,0.0,BENIGN,0.0,0.0,0.0,60.0,39.59797974644666,1,0.0,File_4
2017-07-03 04:55:20,1,0,1,5361.038961038961,124.67532467532467,10141.333333333332,306930066.3333334,0.0,BENIGN,0.0,0.0,0.0,29.0,22.627416997969522,1,0.0,File_4
2017-07-03 08:56:50,1,0,1,8.792388490342166,0.1831747602154617,13102219.4,810140637393971.2,0.0,BENIGN,0.0,0.0,0.0,36.0,0.0,1,0.0,File_4
2017-07-03 08:57:20,1,0,1,2699.01091124533,32.91476721030891,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,53.0,19.79898987322333,1,0.0,File_4
2017-07-03 08:57:30,2,0,1,12.234549890034096,0.254886456042377,10030127.476923078,624503763165434.8,0.0,BENIGN,1365.3333333333333,0.0,0.0,36.0,0.0,2,0.0,File_4
2017-07-03 08:57:40,1,0,1,8.56290893576475,0.1783939361617656,12444444.888888888,478028261837147.3,0.0,BENIGN,60.5,0.0,0.0,36.0,0.0,1,0.0,File_4
2017-07-03 08:57:50,2,0,1,2.951613592996706,0.061491949854098,65000000.5,0.0,0.0,BENIGN,60.916666666666664,0.0,0.0,36.0,0.0,2,0.0,File_4
2017-07-03 08:58:00,1,0,1,10.169371025764026,0.2118618963700838,10999996.0,486000712808464.06,0.0,BENIGN,50.0,0.0,0.0,36.0,0.0,1,0.0,File_4
2017-07-03 08:58:10,1,0,1,2.995596332971953,0.0624082569369156,63999960.0,0.0,0.0,BENIGN,98.0,0.0,0.0,36.0,0.0,1,0.0,File_4
2017-07-03 08:59:20,1,0,1,3141.9408403470784,32.55897243882983,0.0,0.0,0.0,BENIGN,0.0,0.0,0.0,147.0,0.0,0,0.0,File_4
2017-07-03 08:59:30,3,0,1,6131.898574253093,65.29054630704405,0.0,0.0,0.0,BENIGN,4608.285714285715,0.0,0.0,60.375,21.68566017309266,5,20932.850641018384,File_4
2017-07-03 09:01:40,1,0,1,203812.3167155425,2932.551319648094,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,86.0,45.254833995939045,1,0.0,File_4
2017-07-03 09:02:00,2,0,1,3261.429347623547,65.22858695247093,0.0,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,81.5,49.80294502670834,2,28451.749018684637,File_4
2017-07-03 09:02:10,4,0,1,5450.676857292703,57.36189264189785,0.0,0.0,0.0,BENIGN,4608.285714285715,0.0,0.0,87.75,57.3703507297728,4,21260.569928237328,File_4
2017-07-03 09:02:20,1,0,1,334.8506245156146,2.8402204020120667,353499.34939759044,7024205746463.063,0.0,BENIGN,0.0,0.0,0.0,33.0,0.0,0,0.0,File_4
2017-07-03 09:02:30,1,0,1,13.71245957846981,0.285676241218121,7539454.846153846,376587356236991.56,0.0,BENIGN,2048.0,0.0,0.0,36.0,0.0,1,0.0,File_4
2017-07-03 09:02:40,1,0,1,2.9074821463560188,0.0605725447157503,65999901.0,0.0,0.0,BENIGN,84.5,0.0,0.0,36.0,0.0,1,0.0,File_4
2017-07-03 09:03:00,3,0,2,2357.649677738011,21.85250945446752,43999925.333333336,0.0,0.0,BENIGN,6476.166666666668,0.0,0.0,67.66666666666667,81.04484355384163,3,29853.08553298972,File_4
2017-07-03 09:03:10,1,0,1,8.791222208825104,0.1831504626838563,13103955.4,810162504074008.2,0.0,BENIGN,0.0,0.0,0.0,36.0,0.0,1,0.0,File_4
2017-07-03 09:03:20,1,0,1,3913.42889883462,43.24230827441568,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,81.5,34.64823227814083,1,0.0,File_4
2017-07-03 09:04:10,2,0,1,5838.357627313364,63.534965906558824,0.0,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,99.25,95.97004741063745,2,34.883934538536344,File_4
2017-07-03 09:04:20,1,0,1,286000.0,4000.0,0.0,0.0,0.0,BENIGN,4838.7,0.0,0.0,56.833333333333336,24.571663896990504,5,30614.212703252717,File_4
2017-07-03 09:06:10,1,0,1,2675.192483361608,32.62429857758058,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,97.0,11.313708498984761,1,0.0,File_4
2017-07-03 09:06:20,5,0,1,3691.4374046152093,42.04459301529015,0.0,0.0,0.0,BENIGN,4480.277777777777,0.0,0.0,61.9,48.342412940283495,5,25390.919367383838,File_4
2017-07-03 09:06:30,8,0,1,5423.560455833771,60.85755770772829,0.0,0.0,0.0,BENIGN,4244.473684210527,0.0,0.0,59.8,32.61514017172167,12,30281.143262978356,File_4
2017-07-03 09:06:40,11,0,1,39811.67466354158,442.3540367370849,0.0,0.0,0.0,BENIGN,4224.261904761905,0.0,0.0,77.18181818181819,41.89855817912088,11,29903.425133452824,File_4
2017-07-03 09:06:50,15,0,1,25942.44966893257,318.2449724780556,0.0,0.0,0.0,BENIGN,4154.439393939394,0.0,0.0,63.970588235294116,36.963114533371375,19,30285.500434489986,File_4
2017-07-03 09:07:00,3,0,1,6524.942905376646,64.66599982499558,0.0,0.0,0.0,BENIGN,4838.7,0.0,0.0,96.16666666666667,49.48703533923473,3,402.3522834531948,File_4
2017-07-03 09:07:20,1,0,1,5622.994740846096,66.15287930407172,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,123.0,57.982756057296896,1,0.0,File_4
2017-07-03 09:07:40,1,0,1,7851.465714193777,64.35627634585063,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,64.0,46.66904755831214,1,0.0,File_4
2017-07-03 09:08:10,1,0,1,1216666.6666666667,16666.666666666668,3.0,0.0,0.0,BENIGN,0.0,0.0,0.0,47.0,19.79898987322333,1,0.0,File_4
2017-07-03 09:08:40,1,0,1,3638.459005597629,32.927230819888045,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,56.0,11.313708498984761,1,0.0,File_4
2017-07-03 09:09:10,3,0,1,5685.09819199725,65.15181345874913,0.0,0.0,0.0,BENIGN,4838.7,0.0,0.0,81.0,54.24020648928247,3,30163.760119719824,File_4
2017-07-03 09:09:20,7,0,1,3905.7121522224443,46.65938350484838,13545493.714285715,0.0,0.0,BENIGN,4342.423076923078,0.0,0.0,85.76923076923077,52.69432898986672,6,30024.4183716447,File_4
2017-07-03 09:10:50,1,0,1,4141.875677985602,65.74405838072384,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,50.0,22.627416997969522,1,0.0,File_4
2017-07-03 09:11:00,2,0,1,5429.247945246436,64.6205318181765,0.0,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,81.33333333333333,36.74688195389281,1,353.5,File_4
2017-07-03 09:11:40,1,0,1,422916.6666666666,4166.666666666667,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,61.0,43.840620433565945,1,0.0,File_4
2017-07-03 09:12:10,1,0,1,2.992080110956016,0.0345905215139423,115601318.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,50.5,27.577164466275352,1,0.0,File_4
2017-07-03 09:12:20,2,0,1,2864.990366716758,35.38663714683123,0.0,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,57.5,28.349015268024154,2,305.47012947258855,File_4
2017-07-03 09:12:30,1,0,1,4860.586554566652,65.68360208873854,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,65.5,43.1335136523794,1,0.0,File_4
2017-07-03 09:12:50,1,0,1,2.707367287020644,0.0336318917642315,118904088.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,94.0,66.46803743153546,1,0.0,File_4
2017-07-03 09:13:10,1,0,1,3662.2546103509817,37.180249851279,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,54.0,11.313708498984761,1,0.0,File_4
2017-07-03 09:14:10,1,0,1,8.968054304289458,0.1007646551043759,39659400.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,74.5,40.30508652763321,1,0.0,File_4
2017-07-03 09:14:40,1,0,1,3512.357110926624,63.86103838048407,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,66.0,49.49747468305833,1,0.0,File_4
2017-07-03 09:14:50,7,0,1,2357.420821541552,35.7587066129417,17928580.714285713,0.0,0.0,BENIGN,4342.423076923077,0.0,0.0,86.57142857142857,79.67309582162724,7,25504.134841701038,File_4
2017-07-03 09:15:00,2,0,1,1781.7388577578135,32.39208294181375,28656037.5,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,60.75,36.754818278243015,2,426.1496867950927,File_4
2017-07-03 09:15:10,4,0,1,5012.360133050226,47.274573071279434,0.0,0.0,0.0,BENIGN,4608.285714285715,0.0,0.0,61.25,28.902545612058862,4,21654.9735758654,File_4
2017-07-03 09:15:20,4,0,1,4115.808565862848,46.17992826931039,0.0,0.0,0.0,BENIGN,4608.285714285715,0.0,0.0,77.625,29.88519700453721,4,27290.711228308777,File_4
2017-07-03 09:15:30,6,0,1,4510.73298452043,47.60458172501148,0.0,0.0,0.0,BENIGN,4398.818181818182,0.0,0.0,78.27272727272727,54.59870128325565,5,30075.49949643397,File_4
2017-07-03 09:16:10,2,0,1,1372.5824728889513,15.16586950758417,42067453.5,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,73.75,37.85388575386504,2,28871.88183837155,File_4
2017-07-03 09:17:30,1,0,1,2300.913838120104,32.637075718015666,0.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,48.0,11.313708498984761,1,0.0,File_4
2017-07-03 09:18:00,2,0,1,136529.82030551945,1686.6670919185044,0.0,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,48.5,15.154757228892407,2,447.36289023068906,File_4
2017-07-03 09:18:10,1,0,1,4.154566920347837,0.0562695293952302,53224678.5,4607558698566204.0,0.0,BENIGN,8064.5,0.0,0.0,83.5,55.86143571373726,1,0.0,File_4
2017-07-03 09:18:30,1,0,1,392.5266750597167,4.786910671459959,811662.0,0.0,0.0,BENIGN,8064.5,0.0,0.0,64.0,50.91168824543142,1,0.0,File_4
2017-07-03 09:18:40,4,0,1,3060.7622107396205,40.335817659168605,0.0,0.0,0.0,BENIGN,4608.285714285715,0.0,0.0,67.375,27.6815436192214,4,27398.905759470148,File_4
2017-07-03 09:19:10,2,0,1,136072.704432791,1559.8927122469267,0.0,0.0,0.0,BENIGN,5376.333333333333,0.0,0.0,107.0,62.15571842826156,2,28664.006004433893,File_4
