Timestamp, Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,RST Flag Count,Fwd IAT Mean,Fwd IAT Std,Label
04/07/2017 09:00:01,25,313771,7,4,11866.053703744226,43.75131853564574,0,5,0,939.3984187966162,446.1171887419867,BENIGN
04/07/2017 09:00:03,3306,536479,26,18,30629.857240376776,82.15235542546533,1,10,0,8643.006083420054,177.12688091698902,BENIGN
04/07/2017 09:00:04,53,159269,14,29,22069.38210701143,7.931925282013793,1,1,0,9363.655061237745,721.5034567062506,BENIGN
04/07/2017 09:00:01,80,267208,30,21,10593.936419319116,116.94945095516194,0,7,0,14166.615487276249,2083.623660689552,BENIGN
04/07/2017 09:00:03,53,313687,36,16,6986.545434549792,36.75853031601171,1,3,0,5585.054575079599,2951.6880130745985,BENIGN
04/07/2017 09:00:04,8080,309349,17,11,29120.3325370817,118.21856260442003,1,10,0,10659.621479841897,4122.874393843724,BENIGN
04/07/2017 09:00:03,3306,706987,39,18,17311.564997525496,14.594923822191694,1,2,0,13394.529170286396,975.0455279693148,BENIGN
04/07/2017 09:00:06,22,773694,37,15,13655.77405528665,117.07608191264818,0,5,0,2997.4682441488258,171.81530353648435,BENIGN
04/07/2017 09:00:05,3306,198502,22,2,28708.871503267674,59.36012559247616,0,3,0,10705.515168057731,294.33501855695454,BENIGN
04/07/2017 09:00:07,80,194456,37,14,26240.465650617294,16.696171694162658,0,1,0,7810.112973833417,4768.739991314386,BENIGN
04/07/2017 09:00:07,8080,564503,11,5,11600.050935647114,53.662780903679064,1,7,0,12956.870807760479,2752.8661275597747,BENIGN
04/07/2017 09:00:06,80,506211,22,2,14466.070900377785,23.147086703044923,0,6,0,4796.081328781112,1808.3299300666934,BENIGN
04/07/2017 09:00:06,53,108152,31,3,873.9579301922386,89.89249777404267,1,2,0,13753.45363463129,1290.4471456734043,BENIGN
04/07/2017 09:00:08,443,712596,28,22,3950.09322137023,106.54354382539526,0,9,0,10981.713660420619,4531.593978072835,BENIGN
04/07/2017 09:00:07,21,120578,22,14,25273.9392763727,46.6048229472856,0,6,0,7500.616721356649,519.7006903289534,BENIGN
04/07/2017 09:00:07,445,154099,24,22,3977.1030783943856,73.845470301545,1,1,0,1005.371626394967,2106.2859165406226,BENIGN
04/07/2017 09:00:07,8080,476200,18,29,16464.045254049655,69.32540477139122,1,10,0,10734.094297940526,2230.124283140632,BENIGN
04/07/2017 09:00:08,53,541923,9,27,21049.267292317098,24.55409337479584,1,2,0,5418.411576527703,4747.163650087283,BENIGN
04/07/2017 09:00:08,80,173821,8,15,8794.057170678861,73.49874023450343,1,3,0,9371.043866535829,4481.848202398737,BENIGN
04/07/2017 09:00:11,21,279443,26,35,29179.355963206803,14.158438192856924,1,5,0,3978.529308542267,478.031142946434,BENIGN
04/07/2017 09:00:08,80,346920,22,3,15632.608387595661,29.112605718672803,0,7,0,12863.525875768199,2357.785245454531,BENIGN
04/07/2017 09:00:09,53,551912,37,17,3215.792744654248,9.91449617833874,1,1,0,7123.371424657217,3616.973922750266,BENIGN
04/07/2017 09:00:11,445,650715,31,14,3024.807067363742,36.42765892889833,0,5,0,12934.63575401654,304.8121420003258,BENIGN
04/07/2017 09:00:09,3306,337543,19,28,3231.72100636995,15.260959050913632,1,8,0,6084.463636208432,1070.1818741626616,BENIGN
04/07/2017 09:00:11,53,246420,25,9,8779.607742017219,66.03051012715898,1,9,0,10628.187589709109,2539.6205927039227,BENIGN
04/07/2017 09:00:11,22,767072,40,27,14357.131107558234,33.68653621331646,1,8,0,7662.117708835168,4381.541081663611,BENIGN
04/07/2017 09:00:13,8080,647304,13,2,7667.181751988758,13.207281914756685,1,5,0,7158.047088526158,863.3426126312671,BENIGN
04/07/2017 09:00:13,80,294411,14,12,4196.820697752901,84.47871070476891,0,4,0,4790.148475953517,254.86422278183292,BENIGN
04/07/2017 09:00:14,80,258386,7,17,2119.3276148079512,50.4634643774969,0,10,0,5473.902226342709,3302.856908988207,BENIGN
04/07/2017 09:00:13,25,252028,36,10,8764.263018287798,8.763794184190763,0,10,0,9308.126626834439,2806.3990988611554,BENIGN
04/07/2017 09:00:15,3306,746049,7,16,20168.299185321033,84.43654318789528,0,4,0,11885.20194440601,3064.687872075903,BENIGN
04/07/2017 09:00:14,445,520768,34,18,10196.905262672773,118.68354014001534,1,9,0,998.0805833816131,4663.28239674874,BENIGN
04/07/2017 09:00:14,445,709654,28,10,26746.943973013327,104.49778641602325,1,5,0,7727.149680379229,4293.843939697464,BENIGN
04/07/2017 09:00:15,25,390101,38,7,11921.876323588762,43.07652875255015,1,6,0,4670.574575463674,2573.579879973674,BENIGN
04/07/2017 09:00:15,53,365125,27,19,16338.01020163992,49.84692868561748,1,9,0,4214.344862551598,1017.5315056067262,BENIGN
04/07/2017 09:00:17,53,754180,14,20,2661.0883078121037,57.18726173847852,1,4,0,662.2513228783088,2495.91638108279,BENIGN
04/07/2017 09:00:15,8080,62198,29,29,33766.916359693634,10.680564960757797,0,6,0,11704.661421053128,3736.466722425952,BENIGN
04/07/2017 09:00:19,22,165492,25,8,32559.48778623046,44.39170102671692,1,10,0,12122.798132253323,1656.906546273552,BENIGN
04/07/2017 09:00:17,53,341235,33,12,3703.041301436283,88.514165518536,0,3,0,8347.378054834087,3524.9647196788183,BENIGN
04/07/2017 09:00:19,3306,628777,8,21,13219.538850866093,8.240700769386653,0,1,0,2726.7775696018043,1391.1856012596286,BENIGN
04/07/2017 09:00:20,3306,495231,7,29,11494.991382198214,73.90514381668785,0,3,0,3276.5398863443565,3880.8869249029303,BENIGN
04/07/2017 09:00:20,3306,635651,32,6,19353.45351778147,96.71990951651821,0,8,0,5787.224746319451,443.4370993989285,BENIGN
04/07/2017 09:00:18,3306,148506,20,18,2596.0693917008216,105.95823715102755,0,7,0,11024.25643075966,2686.436128879602,BENIGN
04/07/2017 09:00:20,53,220885,3,32,20400.494900440888,29.502511701318443,0,5,0,851.6398657689554,237.41832554355648,BENIGN
04/07/2017 09:00:22,22,772980,4,18,29656.584216183455,56.01393888580193,0,8,0,5664.032256494084,177.03507439804184,BENIGN
04/07/2017 09:00:21,80,716184,28,14,23324.870823108788,77.14508295886537,0,1,0,1310.6500869680322,2298.2797834021003,BENIGN
04/07/2017 09:00:20,443,364973,6,33,8865.09505620785,6.01340972681723,0,2,0,7257.404301698801,1231.6452690578333,BENIGN
04/07/2017 09:00:22,80,174683,21,25,26519.1387319059,76.76394021029765,0,4,0,2933.852684334089,420.2910232115858,BENIGN
04/07/2017 09:00:24,445,142031,14,11,21071.585753261206,99.67050386598193,1,7,0,12414.380243150972,4193.137057201928,BENIGN
04/07/2017 09:00:21,25,478658,29,31,31168.134995936576,12.865901736354111,0,5,0,9292.183945143204,873.9688110651801,BENIGN
04/07/2017 09:00:23,53,666819,8,7,1804.9584740790501,50.459302298708394,0,8,0,1374.231951378968,4845.619088845132,BENIGN
04/07/2017 09:00:23,443,140854,17,6,4123.238525767094,119.66472092773779,1,2,0,8018.843372110437,2961.518015256399,BENIGN
04/07/2017 09:00:22,22,783829,35,26,1367.4104852942069,106.30036712130935,1,9,0,12318.483064005974,119.36486746697447,BENIGN
04/07/2017 09:00:23,445,543366,31,30,33858.80930368421,97.91522971391076,1,1,0,9574.063645215956,651.9607068682957,BENIGN
